"('date', '')","('open', 'B')","('high', 'B')","('low', 'B')","('close', 'B')","('volume', 'B')"
2025-01-17 00:00:00+00:00,15.55925478478457,16.231873876320606,15.41088337027395,15.826324462890625,15380400
2025-01-21 00:00:00+00:00,15.776867347998257,16.04393608849872,15.697735799455716,15.806541442871094,17582500
2025-01-22 00:00:00+00:00,15.925240483124563,15.954913636117327,15.559255874171908,15.598822593688965,18224400
2025-01-23 00:00:00+00:00,15.43066695107972,15.757084822366341,15.302077949766435,15.64827823638916,27101200
2025-01-24 00:00:00+00:00,15.895563998433687,16.380244948585492,15.77686668064074,15.954912185668945,22369400
2025-01-27 00:00:00+00:00,15.697735382311139,15.915347606681635,15.539472289431666,15.885672569274902,28150400
2025-01-28 00:00:00+00:00,15.885673342730337,16.063719802549844,15.737301921762405,15.786759376525879,16978800
2025-01-29 00:00:00+00:00,15.707627826233317,15.954913213405707,15.52958136641381,15.786759376525879,20227200
2025-01-30 00:00:00+00:00,16.063720726535625,16.637424970817428,16.02415589243606,16.390138626098633,28856600
2025-01-31 00:00:00+00:00,16.587966144989252,16.67698936761419,16.162633389480067,16.19230842590332,25835200
2025-02-03 00:00:00+00:00,16.24176547411031,16.52861662250728,16.152742248521108,16.380245208740234,15212400
2025-02-04 00:00:00+00:00,16.41981178309063,16.627531383236633,16.28133016301509,16.498943328857422,19162100
2025-02-05 00:00:00+00:00,16.66709766734795,17.052863707129465,16.66709766734795,16.96384048461914,32320800
2025-02-06 00:00:00+00:00,16.953950203555017,17.04297343340466,16.855037180739835,16.99351692199707,19593100
2025-02-07 00:00:00+00:00,17.151780539896382,17.30015196524008,16.736339416947004,16.855037689208984,28469800
2025-02-10 00:00:00+00:00,17.3199341428938,17.47819723734424,17.122104331508293,17.250694274902344,25567700
2025-02-11 00:00:00+00:00,17.15178000110584,17.18145503990041,16.874818632291458,16.88471031188965,26961200
2025-02-12 00:00:00+00:00,17.15177832366221,18.29918663180603,17.04297174536838,17.972768783569336,40633500
2025-02-13 00:00:00+00:00,18.02222826862885,18.328864696926857,17.844183683783523,18.23984146118164,34918900
2025-02-14 00:00:00+00:00,18.289297048550086,18.318972087842255,17.725484508513876,17.745267868041992,29073000
2025-02-18 00:00:00+00:00,18.13103243693197,18.220055660755857,17.863962765460318,18.160707473754883,25415300
2025-02-19 00:00:00+00:00,18.09146988492152,18.843218712606713,17.943096568776593,18.57615089416504,39808100
2025-02-20 00:00:00+00:00,18.645390066295366,18.952024593927575,18.54647515480739,18.61571502685547,25507100
2025-02-21 00:00:00+00:00,18.48712636741585,18.566257916729743,18.071685261856675,18.10135841369629,29781900
2025-02-24 00:00:00+00:00,18.2695137267705,18.28929708633949,17.913422687753723,18.071685791015625,23467900
2025-02-25 00:00:00+00:00,17.95298714077868,18.012335331586215,17.53754603183601,17.873855590820312,29557300
2025-02-26 00:00:00+00:00,17.794723256650574,18.338754289453316,17.715591710179527,18.249731063842773,32154000
2025-02-27 00:00:00+00:00,17.952986231347435,17.9925529476448,17.577111859746825,17.596895217895508,28898900
2025-02-28 00:00:00+00:00,17.2686331875337,17.67647516466374,17.189054311442714,17.656579971313477,35394800
2025-03-03 00:00:00+00:00,17.945053491101255,18.084316041459573,17.507368750576603,17.596895217895508,22339100
2025-03-04 00:00:00+00:00,17.905263830537073,17.93510661995291,17.38800019785604,17.63668441772461,24962600
2025-03-05 00:00:00+00:00,17.88536743770515,18.38273584407499,17.775947678474513,18.36284065246582,23787300
2025-03-06 00:00:00+00:00,18.233525701626018,18.681158026282834,18.163894428303824,18.36284065246582,22062100
2025-03-07 00:00:00+00:00,18.273316693691868,18.780630815459563,18.20368352073967,18.502105712890625,25565700
2025-03-10 00:00:00+00:00,18.402632109563132,18.58168504987443,17.96494735516996,18.104211807250977,26322200
2025-03-11 00:00:00+00:00,18.293210159321326,18.581684758027592,18.124104818051098,18.352895736694336,20367500
2025-03-12 00:00:00+00:00,18.293209134025105,18.40263078909945,18.034577338501116,18.243473052978516,19500300
2025-03-13 00:00:00+00:00,18.392683526987057,18.97957840106779,18.323052253335092,18.631420135498047,30318000
2025-03-14 00:00:00+00:00,18.919894673681195,18.969630755499416,18.66126287414465,18.6811580657959,22185300
2025-03-17 00:00:00+00:00,18.79057926959714,19.148685157605865,18.79057926959714,19.07905387878418,19224600
2025-03-18 00:00:00+00:00,19.526684160684592,19.636105824854116,19.198421065486045,19.22826385498047,28703900
2025-03-19 00:00:00+00:00,19.258105810158206,19.36752557227732,19.098948067703176,19.287946701049805,21637300
2025-03-20 00:00:00+00:00,19.089001360567508,19.317790388837057,18.999474889103762,19.17852783203125,11141700
2025-03-21 00:00:00+00:00,18.90994774779558,19.02931510731221,18.63142074674015,18.77068519592285,25016600
2025-03-24 00:00:00+00:00,18.830369227618956,18.96963178209449,18.770685546745156,18.790578842163086,14750700
2025-03-25 00:00:00+00:00,19.00942089637995,19.33768396519972,18.999473300681185,19.248157501220703,19124600
2025-03-26 00:00:00+00:00,19.327737559818388,19.43715922193378,19.108894235587613,19.2083683013916,14953200
2025-03-27 00:00:00+00:00,19.367525762660218,19.51673780782477,19.248158403300536,19.45705223083496,15567400
2025-03-28 00:00:00+00:00,19.646052859468462,19.785315411839424,18.9795790916346,19.039262771606445,23714100
2025-03-31 00:00:00+00:00,19.297894247181883,19.397368310286367,18.671210875050548,19.337684631347656,27744700
2025-04-01 00:00:00+00:00,19.39736844096659,19.646052651748214,19.21831550563423,19.55652618408203,25220200
2025-04-02 00:00:00+00:00,19.606262553000978,19.6361053417612,19.06910563648683,19.307842254638672,19210900
2025-04-03 00:00:00+00:00,18.263369703424985,19.656000954398714,18.223579317560866,19.277999877929688,37346500
2025-04-04 00:00:00+00:00,18.71099903061355,18.880104365704046,17.517315986424673,17.57699966430664,37354100
2025-04-07 00:00:00+00:00,17.059736462643272,18.452367662128648,16.910526315789472,17.547157287597656,30450400
2025-04-08 00:00:00+00:00,18.153947117454134,18.28326207032374,17.258684351397832,17.42778968811035,27258200
2025-04-09 00:00:00+00:00,18.06442074569582,18.830368562892723,17.855526921356635,18.701051712036133,41270100
2025-04-10 00:00:00+00:00,18.850264025579754,19.42721132143724,18.71099957671073,19.138736724853516,30895200
2025-04-11 00:00:00+00:00,20.004158992108664,20.74026404562875,19.894737329656355,20.481632232666016,41834200
2025-04-14 00:00:00+00:00,20.242896197294048,20.6407905759221,19.73558015305201,20.302579879760742,25585500
2025-04-15 00:00:00+00:00,20.50152735057039,20.571158627400607,20.173264261720806,20.21305274963379,20283300
2025-04-16 00:00:00+00:00,20.869578155443687,20.998895005325412,20.302578468157463,20.54131507873535,28268700
2025-04-17 00:00:00+00:00,20.31252699130494,20.41200105791392,19.90468502578714,20.0638427734375,19887500
2025-04-21 00:00:00+00:00,20.789999517942245,20.829789902138874,20.11357816507912,20.342369079589844,22367400
2025-04-22 00:00:00+00:00,20.65073791508233,20.720369193310333,19.775368395704486,19.86489486694336,32353000
2025-04-23 00:00:00+00:00,18.909948286949916,19.10889452425325,18.69110685672324,18.959684371948242,37521600
2025-04-24 00:00:00+00:00,19.198420593161167,19.31778985089208,18.88010510229205,19.307842254638672,20656900
2025-04-25 00:00:00+00:00,18.780630306370895,19.059157298699734,18.671210546460568,18.949735641479492,17057500
2025-04-28 00:00:00+00:00,18.860208905555268,19.208367166646592,18.80052522852272,19.19841957092285,16495600
2025-04-29 00:00:00+00:00,18.9895261938052,19.148683934462692,18.760737178773795,18.800525665283203,15790600
2025-04-30 00:00:00+00:00,18.651316125590085,18.97957921350807,18.651316125590085,18.939790725708008,14034500
2025-05-01 00:00:00+00:00,18.442422682682334,18.53194725643853,18.183790865969904,18.273317337036133,19966900
2025-05-02 00:00:00+00:00,18.5418936418265,18.571736429336017,18.034577638024178,18.3131046295166,19715800
2025-05-05 00:00:00+00:00,18.770685838021254,18.780631537229546,18.342948674283228,18.541894912719727,21127900
2025-05-06 00:00:00+00:00,18.929843662510606,19.17852788452163,18.78063161145596,19.1287899017334,27327400
2025-05-07 00:00:00+00:00,18.65131682762297,19.486895973285286,18.541895161761698,19.297895431518555,32352800
2025-05-08 00:00:00+00:00,19.208368835400194,19.307842903969643,18.760738372802734,18.760738372802734,21284100
2025-05-09 00:00:00+00:00,18.93979062012137,19.36752587380995,18.780630977878435,19.35757827758789,10664200
2025-05-12 00:00:00+00:00,18.53194663619411,18.611525508110667,17.994789725084846,18.134052276611328,21013800
2025-05-13 00:00:00+00:00,18.223578441256358,18.223578441256358,17.88536776691475,18.064420700073242,14911500
2025-05-14 00:00:00+00:00,17.7262110040548,17.7262110040548,17.388000311047087,17.53721046447754,21020100
2025-05-15 00:00:00+00:00,17.726211020024028,17.885368770134566,17.557105673367825,17.855527877807617,26560300
2025-05-16 00:00:00+00:00,17.318368808389266,17.795842052109162,17.318368808389266,17.73615837097168,16196200
2025-05-19 00:00:00+00:00,17.96494735516996,18.11415750632604,17.85552758955418,18.104211807250977,10833500
2025-05-20 00:00:00+00:00,18.134052538901997,18.601580078320303,18.1042116473204,18.57173728942871,13780100
2025-05-21 00:00:00+00:00,18.66126358570539,18.880105010283938,18.6314207970906,18.720947265625,15024500
2025-05-22 00:00:00+00:00,18.651316162496293,18.710999842969485,18.313105477631563,18.57173728942871,14365200
2025-05-23 00:00:00+00:00,18.89005232392924,19.039262470151346,18.710999389538735,18.96963119506836,11909700
2025-05-27 00:00:00+00:00,18.541893862387294,18.949735809985864,18.482210183968217,18.800525665283203,11570800
2025-05-28 00:00:00+00:00,18.91989517211914,19.009421639598408,18.720947044985227,18.91989517211914,10970800
2025-05-29 00:00:00+00:00,18.949735700707702,19.059157358269946,18.76073707058554,18.899999618530273,9059200
2025-05-30 00:00:00+00:00,18.8700008392334,19.200000762939453,18.829999923706055,19.15999984741211,16892200
2025-06-02 00:00:00+00:00,19.440000534057617,20.350000381469727,19.43000030517578,20.31999969482422,27231100
2025-06-03 00:00:00+00:00,20.079999923706055,20.190000534057617,19.8799991607666,20.09000015258789,17607600
2025-06-04 00:00:00+00:00,20.219999313354492,20.299999237060547,20.09000015258789,20.139999389648438,10699200
2025-06-05 00:00:00+00:00,20.420000076293945,20.75,19.90999984741211,20.030000686645508,15524400
2025-06-06 00:00:00+00:00,19.989999771118164,20.040000915527344,19.56999969482422,19.81999969482422,18793200
2025-06-09 00:00:00+00:00,19.860000610351562,20.3700008392334,19.799999237060547,20.309999465942383,18650700
2025-06-10 00:00:00+00:00,20.43000030517578,20.459999084472656,19.940000534057617,20.040000915527344,12444300
2025-06-11 00:00:00+00:00,20.079999923706055,20.260000228881836,20.010000228881836,20.239999771118164,11106800
2025-06-12 00:00:00+00:00,20.489999771118164,21.059999465942383,20.360000610351562,20.93000030517578,24651100
2025-06-13 00:00:00+00:00,21.15999984741211,21.6299991607666,20.950000762939453,21.59000015258789,30581800
2025-06-16 00:00:00+00:00,21.3700008392334,21.700000762939453,21.299999237060547,21.40999984741211,33734800
2025-06-17 00:00:00+00:00,21.5,21.559999465942383,21.06999969482422,21.350000381469727,15989300
2025-06-18 00:00:00+00:00,21.309999465942383,21.34000015258789,21.010000228881836,21.1299991607666,13609900
2025-06-20 00:00:00+00:00,20.889999389648438,21.40999984741211,20.799999237060547,20.940000534057617,16377000
2025-06-23 00:00:00+00:00,20.940000534057617,21.450000762939453,20.940000534057617,21.18000030517578,11463100
2025-06-24 00:00:00+00:00,20.540000915527344,20.889999389648438,20.450000762939453,20.68000030517578,15233200
2025-06-25 00:00:00+00:00,20.59000015258789,21.100000381469727,20.59000015258789,20.8700008392334,12236100
2025-06-26 00:00:00+00:00,20.920000076293945,21.219999313354492,20.920000076293945,21.200000762939453,12116900
2025-06-27 00:00:00+00:00,20.670000076293945,20.899999618530273,20.350000381469727,20.459999084472656,12872900
2025-06-30 00:00:00+00:00,20.479999542236328,20.829999923706055,20.389999389648438,20.81999969482422,8116500
2025-07-01 00:00:00+00:00,21.15999984741211,21.260000228881836,20.809999465942383,20.850000381469727,8458700
2025-07-02 00:00:00+00:00,21.020000457763672,21.309999465942383,20.8799991607666,21.219999313354492,9774000
2025-07-03 00:00:00+00:00,21.010000228881836,21.530000686645508,21.010000228881836,21.459999084472656,7362000
2025-07-07 00:00:00+00:00,21.149999618530273,21.68000030517578,20.969999313354492,21.600000381469727,9909000
2025-07-08 00:00:00+00:00,21.489999771118164,21.540000915527344,20.549999237060547,20.729999542236328,13254000
2025-07-09 00:00:00+00:00,20.739999771118164,20.979999542236328,20.56999969482422,20.899999618530273,9411700
2025-07-10 00:00:00+00:00,20.969999313354492,21.06999969482422,20.780000686645508,21.06999969482422,7434300
2025-07-11 00:00:00+00:00,21.299999237060547,21.3700008392334,21.040000915527344,21.219999313354492,8634100
2025-07-14 00:00:00+00:00,21.219999313354492,21.459999084472656,21.200000762939453,21.239999771118164,7611100
2025-07-15 00:00:00+00:00,21.200000762939453,21.389999389648438,20.760000228881836,21.030000686645508,10939400
2025-07-16 00:00:00+00:00,21.040000915527344,21.479999542236328,20.959999084472656,21.219999313354492,13563400
2025-07-17 00:00:00+00:00,20.8700008392334,20.899999618530273,20.520000457763672,20.809999465942383,10058000
2025-07-18 00:00:00+00:00,20.989999771118164,21.010000228881836,20.68000030517578,20.729999542236328,7258800
2025-07-21 00:00:00+00:00,21.049999237060547,21.559999465942383,21.040000915527344,21.309999465942383,12512500
2025-07-22 00:00:00+00:00,21.510000228881836,21.889999389648438,21.459999084472656,21.739999771118164,10680300
2025-07-23 00:00:00+00:00,21.739999771118164,21.950000762939453,21.540000915527344,21.610000610351562,10789500
2025-07-24 00:00:00+00:00,21.34000015258789,21.770000457763672,21.1200008392334,21.540000915527344,9202500
2025-07-25 00:00:00+00:00,21.469999313354492,21.889999389648438,21.3700008392334,21.739999771118164,13248800
2025-07-28 00:00:00+00:00,21.540000915527344,21.600000381469727,21.100000381469727,21.40999984741211,11151100
2025-07-29 00:00:00+00:00,21.43000030517578,21.610000610351562,21.270000457763672,21.5,6646700
2025-07-30 00:00:00+00:00,21.350000381469727,21.579999923706055,20.969999313354492,21.100000381469727,11746800
2025-07-31 00:00:00+00:00,21.229999542236328,21.31999969482422,20.950000762939453,21.1200008392334,13211600
2025-08-01 00:00:00+00:00,21.489999771118164,21.56999969482422,21.1299991607666,21.3700008392334,10864600
2025-08-04 00:00:00+00:00,21.6200008392334,22.270000457763672,21.600000381469727,22.18000030517578,16795500
2025-08-05 00:00:00+00:00,21.93000030517578,22.56999969482422,21.809999465942383,22.540000915527344,12945200
2025-08-06 00:00:00+00:00,22.610000610351562,22.950000762939453,22.530000686645508,22.729999542236328,13137700
2025-08-07 00:00:00+00:00,23.0,23.40999984741211,22.950000762939453,23.06999969482422,18825700
2025-08-08 00:00:00+00:00,23.3700008392334,23.540000915527344,23.15999984741211,23.43000030517578,19398500
2025-08-11 00:00:00+00:00,22.360000610351562,22.90999984741211,22.1299991607666,22.84000015258789,17365400
2025-08-12 00:00:00+00:00,23.079999923706055,23.579999923706055,22.950000762939453,23.5,14142700
2025-08-13 00:00:00+00:00,23.59000015258789,24.149999618530273,23.559999465942383,23.860000610351562,18507800
2025-08-14 00:00:00+00:00,23.790000915527344,23.90999984741211,23.520000457763672,23.6200008392334,11160800
2025-08-15 00:00:00+00:00,23.719999313354492,24.1200008392334,23.440000534057617,24.100000381469727,11336500
2025-08-18 00:00:00+00:00,24.1200008392334,24.440000534057617,24.010000228881836,24.260000228881836,10947700
2025-08-19 00:00:00+00:00,24.25,24.479999542236328,23.93000030517578,23.969999313354492,16515400
2025-08-20 00:00:00+00:00,24.25,25.06999969482422,24.190000534057617,24.84000015258789,23209900
2025-08-21 00:00:00+00:00,24.920000076293945,25.6299991607666,24.889999389648438,25.530000686645508,22189600
2025-08-22 00:00:00+00:00,25.34000015258789,26.3700008392334,25.280000686645508,26.200000762939453,21545200
2025-08-25 00:00:00+00:00,26.18000030517578,26.610000610351562,26.149999618530273,26.280000686645508,11876900
2025-08-26 00:00:00+00:00,26.31999969482422,26.790000915527344,26.18000030517578,26.770000457763672,14331000
2025-08-27 00:00:00+00:00,26.670000076293945,26.670000076293945,26.280000686645508,26.43000030517578,12605800
2025-08-28 00:00:00+00:00,26.440000534057617,26.479999542236328,26.139999389648438,26.280000686645508,16203300
2025-08-29 00:00:00+00:00,26.15999984741211,26.829999923706055,26.15999984741211,26.6299991607666,18047900
2025-09-02 00:00:00+00:00,27.0,27.200000762939453,26.549999237060547,26.93000030517578,21678300
2025-09-03 00:00:00+00:00,27.139999389648438,27.299999237060547,26.93000030517578,27.1200008392334,19470300
2025-09-04 00:00:00+00:00,26.8799991607666,27.360000610351562,26.81999969482422,27.229999542236328,15874000
2025-09-05 00:00:00+00:00,27.610000610351562,28.479999542236328,27.43000030517578,28.40999984741211,21138900
2025-09-08 00:00:00+00:00,28.770000457763672,29.139999389648438,28.450000762939453,28.989999771118164,20154100
2025-09-09 00:00:00+00:00,29.25,29.350000381469727,28.829999923706055,29.15999984741211,23839400
2025-09-10 00:00:00+00:00,29.34000015258789,29.790000915527344,29.299999237060547,29.479999542236328,16591900
2025-09-11 00:00:00+00:00,29.09000015258789,29.440000534057617,28.920000076293945,29.399999618530273,16967700
2025-09-12 00:00:00+00:00,29.479999542236328,29.59000015258789,28.809999465942383,29.030000686645508,19321000
2025-09-15 00:00:00+00:00,28.959999084472656,29.1200008392334,28.639999389648438,29.030000686645508,13820900
2025-09-16 00:00:00+00:00,29.040000915527344,29.15999984741211,28.600000381469727,28.84000015258789,15027400
2025-09-17 00:00:00+00:00,28.479999542236328,29.889999389648438,28.3799991607666,29.479999542236328,27954800
2025-09-18 00:00:00+00:00,29.239999771118164,30.110000610351562,29.079999923706055,30.06999969482422,24811700
2025-09-19 00:00:00+00:00,30.15999984741211,33.20000076293945,30.149999618530273,32.9900016784668,71168500
2025-09-22 00:00:00+00:00,34.060001373291016,35.70000076293945,34.040000915527344,35.36000061035156,51712700
2025-09-23 00:00:00+00:00,35.439998626708984,36.099998474121094,34.34000015258789,34.540000915527344,35714700
2025-09-24 00:00:00+00:00,34.54999923706055,34.66999816894531,33.13999938964844,33.56999969482422,29833500
2025-09-25 00:00:00+00:00,33.70000076293945,34.77000045776367,33.540000915527344,34.2599983215332,23986600
2025-09-26 00:00:00+00:00,34.38999938964844,34.66999816894531,33.810001373291016,34.47999954223633,21666500
